,Alue,Osoite,Hinta,Koko,Vuosi,Talotyyppi,Sauna,Parveke,Katu
485,Keskusta,Hämeenkatu 3 D 50 d,343539.0,58.5,2020.0,Kerrostalo,False,False,Hämeenkatu
486,Pappila,Eetunkatu 11,155000.0,59.5,2002.0,Kerrostalo,False,False,Eetunkatu
487,Härmälä,Tuomaankatu 3 B,100000.0,59.0,1937.0,Kerrostalo,False,False,Tuomaankatu
488,Hyhky,Pättiniemenkatu 19,124800.0,47.5,1983.0,Rivitalo,True,False,Pättiniemenkatu
489,Keskusta,Kansikatu 1 B110,451070.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
490,Keskusta,Kansikatu 1 B105,626790.0,64.5,2022.0,Kerrostalo,True,False,Kansikatu
491,Keskusta,Kansikatu 1 B108,317230.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
492,Keskusta,Kansikatu 1 B102,436760.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
493,Keskusta,Kansikatu 1 B101,301910.0,36.5,2022.0,Kerrostalo,False,False,Kansikatu
494,Keskusta,Kansikatu 1 B100,305480.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
495,Keskusta,Kansikatu 1 B96,356560.0,43.5,2022.0,Kerrostalo,False,False,Kansikatu
496,Keskusta,Kansikatu 1 B91,293220.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
497,Keskusta,Kansikatu 1 B86,340730.0,48.0,2022.0,Kerrostalo,False,False,Kansikatu
498,Keskusta,Kansikatu 1 B87,351460.0,43.5,2022.0,Kerrostalo,False,False,Kansikatu
499,Keskusta,Kansikatu 1 B84,412760.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
500,Keskusta,Kansikatu 1 B83,287600.0,36.5,2022.0,Kerrostalo,False,False,Kansikatu
501,Keskusta,Kansikatu 1 B82,281470.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
502,Keskusta,Kansikatu 1 B77,333070.0,48.0,2022.0,Kerrostalo,False,False,Kansikatu
503,Keskusta,Kansikatu 1 B78,346860.0,43.5,2022.0,Kerrostalo,False,False,Kansikatu
504,Keskusta,Kansikatu 1 B75,399980.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
505,Keskusta,Kansikatu 1 B74,277390.0,36.5,2022.0,Kerrostalo,False,False,Kansikatu
506,Keskusta,Kansikatu 1 B73,270230.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
507,Keskusta,Kansikatu 1 B68,299860.0,48.5,2022.0,Kerrostalo,False,False,Kansikatu
508,Keskusta,Kansikatu 1 C155,342260.0,43.5,2022.0,Kerrostalo,False,False,Kansikatu
509,Keskusta,Kansikatu 1 C154,378530.0,51.0,2022.0,Kerrostalo,False,False,Kansikatu
510,Keskusta,Kansikatu 1 B66,388750.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
511,Keskusta,Kansikatu 1 B65,271770.0,36.5,2022.0,Kerrostalo,False,False,Kansikatu
512,Keskusta,Kansikatu 1 B64,265640.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
513,Keskusta,Kansikatu 1 B62,363720.0,64.5,2022.0,Kerrostalo,False,False,Kansikatu
514,Keskusta,Kansikatu 1 B61,382110.0,51.0,2022.0,Kerrostalo,False,False,Kansikatu
515,Keskusta,Kansikatu 1 C147,372910.0,51.0,2022.0,Kerrostalo,False,False,Kansikatu
516,Keskusta,Kansikatu 1 C150,362180.0,50.5,2022.0,Kerrostalo,False,False,Kansikatu
517,Keskusta,Kansikatu 1 C149,500110.0,65.0,2022.0,Kerrostalo,False,False,Kansikatu
518,Keskusta,Kansikatu 1 B55,377510.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
519,Keskusta,Kansikatu 1 B54,265640.0,36.5,2022.0,Kerrostalo,False,False,Kansikatu
520,Keskusta,Kansikatu 1 B53,260020.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
521,Keskusta,Kansikatu 1 B51,360140.0,64.5,2022.0,Kerrostalo,False,False,Kansikatu
522,Keskusta,Kansikatu 1 B50,375980.0,51.5,2022.0,Kerrostalo,False,False,Kansikatu
523,Keskusta,Kansikatu 1 C143,357590.0,50.5,2022.0,Kerrostalo,False,False,Kansikatu
524,Keskusta,Kansikatu 1 C142,490400.0,65.0,2022.0,Kerrostalo,False,False,Kansikatu
525,Keskusta,Kansikatu 1 C141,332040.0,43.5,2022.0,Kerrostalo,False,False,Kansikatu
526,Keskusta,Kansikatu 1 C140,366780.0,51.0,2022.0,Kerrostalo,False,False,Kansikatu
527,Keskusta,Kansikatu 1 B44,366780.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
528,Keskusta,Kansikatu 1 B43,260530.0,36.5,2022.0,Kerrostalo,False,False,Kansikatu
529,Keskusta,Kansikatu 1 B42,256440.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
530,Keskusta,Kansikatu 1 B39,370360.0,51.5,2022.0,Kerrostalo,False,False,Kansikatu
531,Keskusta,Kansikatu 1 B40,357070.0,64.5,2022.0,Kerrostalo,False,False,Kansikatu
532,Keskusta,Kansikatu 1 C136,352480.0,50.5,2022.0,Kerrostalo,False,False,Kansikatu
533,Keskusta,Kansikatu 1 C135,480180.0,65.0,2022.0,Kerrostalo,False,False,Kansikatu
534,Keskusta,Kansikatu 1 C133,361160.0,51.0,2022.0,Kerrostalo,False,False,Kansikatu
535,Keskusta,Kansikatu 1 B33,355540.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
536,Keskusta,Kansikatu 1 B31,251840.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
537,Keskusta,Kansikatu 1 B29,354010.0,64.5,2022.0,Kerrostalo,False,False,Kansikatu
538,Keskusta,Kansikatu 1 B28,364740.0,51.5,2022.0,Kerrostalo,False,False,Kansikatu
539,Keskusta,Kansikatu 1 C127,322340.0,43.5,2022.0,Kerrostalo,False,False,Kansikatu
540,Keskusta,Kansikatu 1 C129,347370.0,50.5,2022.0,Kerrostalo,False,False,Kansikatu
541,Keskusta,Kansikatu 1 C128,469970.0,65.0,2022.0,Kerrostalo,False,False,Kansikatu
542,Keskusta,Kansikatu 1 C126,355540.0,51.0,2022.0,Kerrostalo,False,False,Kansikatu
543,Keskusta,Kansikatu 1 B22,340730.0,56.0,2022.0,Kerrostalo,False,False,Kansikatu
544,Keskusta,Kansikatu 1 B20,247250.0,40.0,2022.0,Kerrostalo,False,False,Kansikatu
545,Keskusta,Kansikatu 1 B17,358610.0,51.5,2022.0,Kerrostalo,False,False,Kansikatu
546,Keskusta,Kansikatu 1 C121,463330.0,65.0,2022.0,Kerrostalo,False,False,Kansikatu
547,Keskusta,Kansikatu 1 C122,342260.0,50.5,2022.0,Kerrostalo,False,False,Kansikatu
548,Keskusta,Kansikatu 1 B18,350430.0,64.5,2022.0,Kerrostalo,False,False,Kansikatu
549,Keskusta,Kansikatu 1 C120,265130.0,37.0,2022.0,Kerrostalo,False,False,Kansikatu
550,Peltolammi,Tammikuja 4,113000.0,55.0,1970.0,Kerrostalo,False,False,Tammikuja
551,Halkoniemi,Halkoniemenkuja 4,179000.0,40.5,2018.0,Kerrostalo,False,False,Halkoniemenkuja
552,Santalahti,Rantatie 37 C 72,194700.0,38.0,2019.0,Kerrostalo,False,False,Rantatie
553,Hatanpää,Hatanpään Puistokuja 27 B88,209000.0,39.0,2019.0,Kerrostalo,False,False,Hatanpään
554,Annala,Alasenkatu 5,109000.0,60.5,1976.0,Kerrostalo,False,False,Alasenkatu
555,Vuores,Isokuusenkatu 47 A 21,157890.0,43.5,2020.0,Kerrostalo,False,False,Isokuusenkatu
556,Vuores,Tervaskatu 4 B,164907.0,40.5,2021.0,Kerrostalo,False,False,Tervaskatu
557,Vuores,Tervaskatu 4 B,124392.0,32.0,2021.0,Kerrostalo,False,False,Tervaskatu
558,Kaleva,Sarvijaakonkatu 1 A A 11,249981.0,51.0,2020.0,Kerrostalo,False,False,Sarvijaakonkatu
559,Ranta-Tampella,Tampellan esplanadi 19 A 54,331120.0,44.0,2020.0,Kerrostalo,False,False,Tampellan
560,Ranta-Tampella,Tampellan esplanadi 19 A 01,360200.0,47.5,2020.0,Kerrostalo,False,False,Tampellan
561,Ranta-Tampella,Ranta-Tampellan katu 9,199000.0,29.0,2019.0,Kerrostalo,False,False,Ranta-Tampellan
562,Amuri,Satakunnankatu 63,239000.0,67.0,1940.0,Kerrostalo,False,False,Satakunnankatu
563,Keskusta,Puutarhakatu 17,298000.0,47.5,2018.0,Kerrostalo,False,False,Puutarhakatu
564,Härmälänranta,Lentovarikonkatu 16,193000.0,55.5,2011.0,Kerrostalo,True,False,Lentovarikonkatu
565,Keskusta,Kansikatu 8 B 74,182210.0,38.0,2020.0,Kerrostalo,False,False,Kansikatu
566,Pyynikki,Pyhäranta 4 B 59,220160.0,55.5,2020.0,Kerrostalo,False,False,Pyhäranta
567,Keskusta,Sorinsilta 4 A 43,310670.0,43.5,2021.0,Kerrostalo,False,False,Sorinsilta
568,Keskusta,Hämeenkatu 3 C 34 b,337456.0,55.5,2020.0,Kerrostalo,False,False,Hämeenkatu
569,Keskusta,Hämeenkatu 3 D 50 g,347757.0,56.5,2020.0,Kerrostalo,False,False,Hämeenkatu
570,Villilä,Auttilankatu 4,123000.0,38.5,2014.0,Kerrostalo,False,False,Auttilankatu
571,Multisilta,Multisillankatu 5 B,89900.0,56.5,1972.0,Kerrostalo,False,False,Multisillankatu
572,Epilä,Pispalan valtatie 106,139000.0,50.5,1987.0,Kerrostalo,False,False,Pispalan
573,Linnainmaa,Linnainmaanraitti 18,100000.0,62.0,1985.0,Kerrostalo,True,False,Linnainmaanraitti
574,Haukiluoma,Lehtikatu 4,110000.0,61.0,1985.0,Rivitalo,False,False,Lehtikatu
575,Hervanta,Virtainpolku 13,94000.0,54.0,1976.0,Kerrostalo,False,False,Virtainpolku
576,Kaukajärvi,Muinaishaudankatu 5 B 61,99990.0,50.5,1968.0,Kerrostalo,False,False,Muinaishaudankatu
577,Haapalinna,Aapelinraitti 3,145000.0,61.0,1996.0,Kerrostalo,True,True,Aapelinraitti
578,Hervanta,Arkkitehdinkatu 20 b,95000.0,63.0,1984.0,Kerrostalo,False,True,Arkkitehdinkatu
579,Haapalinna,Aapelinraitti 3,142000.0,61.0,1996.0,Kerrostalo,True,False,Aapelinraitti
580,Santalahti,Tiporaitti 9 E145,194700.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
581,Santalahti,Tiporaitti 9 E136,188900.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
582,Keskusta,Kansikatu 8 A 35,200900.0,43.5,2020.0,Kerrostalo,False,False,Kansikatu
583,Haapalinna,Kraatarinkatu 15,139000.0,58.5,1985.0,Kerrostalo,True,False,Kraatarinkatu
584,Santalahti,Tiporaitti 9 E125,183500.0,36.5,2019.0,Kerrostalo,False,False,Tiporaitti
585,Ranta-Tampella,Tampellan esplanadi 19 A,313180.0,44.0,2020.0,Kerrostalo,False,False,Tampellan
586,Ranta-Tampella,Tampellan esplanadi 19 A,269060.0,36.0,2020.0,Kerrostalo,False,False,Tampellan
587,Niemenranta,Meesakatu 3,215000.0,55.0,2017.0,Kerrostalo,True,False,Meesakatu
588,Lielahti,Teivaalantie 5 a A 24,164300.0,38.0,2020.0,Kerrostalo,False,False,Teivaalantie
589,Tammela,Mäkipäänkatu 28-30,178000.0,49.0,1941.0,Kerrostalo,False,False,Mäkipäänkatu
590,Härmälänranta,Vihurinkatu 11,219000.0,53.0,2017.0,Kerrostalo,True,False,Vihurinkatu
